WPO (BAO);Peildatum:;1-10-2016;Bijgewerkt tot:;15-10-2016;;;Actieve inschrijvingen;;;;;;;waarvan bekostigd;;;;;;;waarvan niet bekostigd;;;;;;
BRIN_NUMMER;VESTIGINGSNUMMER;NAAM_INSTELLING;GEMEENTENAAM;PROVINCIE;SWV;BEVOEGD_GEZAG_NUMMER;TOTAAL;TOTAAL_JONGER_8;TOTAAL_8_EO;TOTAAL_GEW00;TOTAAL_GEW03;TOTAAL_GEW12;TOTAAL_NOAT;TOTAAL_BEKOSTIGD;BEK_JONGER_8;BEK_8_EO;BEK_GEW00;BEK_GEW03;BEK_GEW12;BEK_NOAT;TOTAAL_NIET_BEKOSTIGD;NIETBEK_JONGER_8;NIETBEK_8_EO;NIETBEK_GEW00;NIETBEK_GEW03;NIETBEK_GEW12;NIETBEK_NOAT
17BU;0;OBS Erica De Anbrenge;EMMEN;Drenthe;PO2202;10249;131;64;67;111;18;2;2;131;64;67;111;18;2;2;0;0;0;0;0;0;0
17BW;0;OBS Karrepad;GRONINGEN;Groningen;PO2001;42510;535;276;259;447;53;35;102;535;276;259;447;53;35;102;0;0;0;0;0;0;0
17BY;0;RK basisschool Het Talent;ROOSENDAAL;Noord-Brabant;PO3002;74154;95;48;47;67;17;11;40;95;48;47;67;17;11;40;0;0;0;0;0;0;0
17CA;0;Witte Vrouwen-School;UTRECHT;Utrecht;PO2601;41400;609;334;275;609;0;0;4;609;334;275;609;0;0;4;0;0;0;0;0;0;0
17CB;0;Meester Baars school;ROTTERDAM;Zuid-Holland;PO2806;24597;355;203;152;319;22;14;93;353;202;151;318;22;13;91;2;1;1;1;0;1;2
17CI;0;RK Bs Vondel;ROOSENDAAL;Noord-Brabant;PO3002;74154;262;132;130;225;14;23;81;262;132;130;225;14;23;81;0;0;0;0;0;0;0
17CJ;0;De Ontdekking;APELDOORN;Gelderland;PO2505;82526;117;65;52;99;3;15;30;117;65;52;99;3;15;30;0;0;0;0;0;0;0
17CL;0;OBS De Koekoek;UTRECHT;Utrecht;PO2601;41400;340;183;157;333;4;3;17;339;182;157;332;4;3;17;1;1;0;1;0;0;0
17CM;0;RK BS De Regenboog;ROTTERDAM;Zuid-Holland;PO2806;24597;507;270;237;317;91;99;141;507;270;237;317;91;99;141;0;0;0;0;0;0;0
17CN;0;OBS De Planeet;EMMEN;Drenthe;PO2202;10249;43;23;20;26;17;0;4;43;23;20;26;17;0;4;0;0;0;0;0;0;0
17CT;0;RK Bs De Watermolen;ROOSENDAAL;Noord-Brabant;PO3002;74154;73;39;34;45;6;22;52;73;39;34;45;6;22;52;0;0;0;0;0;0;0
17CU;0;PC BS De Ploeg;APELDOORN;Gelderland;PO2505;82526;256;144;112;242;14;0;6;255;143;112;241;14;0;6;1;1;0;1;0;0;0
17CV;0;BS Dr D Bos;UTRECHT;Utrecht;PO2601;41400;449;274;175;423;5;21;97;446;271;175;420;5;21;96;3;3;0;3;0;0;1
17CW;0;OBS De Spil;EMMEN;Drenthe;PO2202;10249;64;24;40;44;20;0;1;63;24;39;43;20;0;1;1;0;1;1;0;0;0
17CY;0;OBS SJ Bouma;GRONINGEN;Groningen;PO2001;42510;125;65;60;75;25;25;15;124;64;60;75;25;24;14;1;1;0;0;0;1;1
17DA;0;Basisschool Digitalis;ALMERE;Flevoland;PO2401;41676;132;51;81;117;6;9;55;132;51;81;117;6;9;55;0;0;0;0;0;0;0
17DA;3;Basisschool Digitalis;ALMERE;Flevoland;PO2401;41676;105;51;54;83;15;7;41;105;51;54;83;15;7;41;0;0;0;0;0;0;0
17DC;0;PC Basissch De Terebint;APELDOORN;Gelderland;PO2505;82526;233;115;118;222;8;3;2;233;115;118;222;8;3;2;0;0;0;0;0;0;0
17DF;0;Theresiasch v KBSO;ROTTERDAM;Zuid-Holland;PO2806;24597;190;97;93;140;11;39;71;190;97;93;140;11;39;71;0;0;0;0;0;0;0
17DG;0;OBS De Viersprong;EMMEN;Drenthe;PO2202;10249;186;103;83;166;17;3;9;186;103;83;166;17;3;9;0;0;0;0;0;0;0
17DI;0;Oosterhoogebrugschool;GRONINGEN;Groningen;PO2001;42510;390;200;190;367;13;10;6;388;199;189;365;13;10;6;2;1;1;2;0;0;0
17DK;0;De Tjasker;ALMERE;Flevoland;PO2401;41676;163;77;86;116;16;31;77;161;77;84;116;16;29;77;2;0;2;0;0;2;0
17DP;0;De Globetrotter;ROTTERDAM;Zuid-Holland;PO2806;24597;597;338;259;529;21;47;252;595;336;259;527;21;47;252;2;2;0;2;0;0;0
17DQ;0;OBS De Bascule;EMMEN;Drenthe;PO2202;10249;372;168;204;334;35;3;6;372;168;204;334;35;3;6;0;0;0;0;0;0;0
17DR;0;Obs De Uitvinding;ENSCHEDE;Overijssel;PO2302;41565;79;41;38;46;26;7;9;79;41;38;46;26;7;9;0;0;0;0;0;0;0
17DV;0;BS De Kring;ALMERE;Flevoland;PO2401;41676;340;170;170;330;9;1;39;340;170;170;330;9;1;39;0;0;0;0;0;0;0
17DW;0;RK Bs Jeroen Bosch;ROOSENDAAL;Noord-Brabant;PO3002;74154;370;194;176;334;20;16;82;370;194;176;334;20;16;82;0;0;0;0;0;0;0
17DX;0;PC Basisschool De Kring;APELDOORN;Gelderland;PO2505;82526;350;177;173;339;7;4;9;348;175;173;337;7;4;9;2;2;0;2;0;0;0
17DZ;0;BS Prof Dr Ph Kohnstamm;UTRECHT;Utrecht;PO2601;41400;408;207;201;398;3;7;37;406;205;201;397;2;7;37;2;2;0;1;1;0;0
17EA;0;Paus Joannessch v KBSO;ROTTERDAM;Zuid-Holland;PO2806;24597;505;262;243;415;48;42;219;505;262;243;415;48;42;219;0;0;0;0;0;0;0
17EB;0;OBS Lonneker;ENSCHEDE;Overijssel;PO2302;41565;139;73;66;138;0;1;0;139;73;66;138;0;1;0;0;0;0;0;0;0;0
17EC;0;BS Beijumkorf;GRONINGEN;Groningen;PO2001;42510;558;256;302;493;53;12;65;558;256;302;493;53;12;65;0;0;0;0;0;0;0
17EF;0;Basisschool De Vlindertuin;ROOSENDAAL;Noord-Brabant;PO3002;74154;359;195;164;251;36;72;188;359;195;164;251;36;72;188;0;0;0;0;0;0;0
17EG;0;PC Basissch Kon Juliana;APELDOORN;Gelderland;PO2505;82526;109;45;64;107;2;0;4;109;45;64;107;2;0;4;0;0;0;0;0;0;0
17EH;0;OBS De Hoge Raven;UTRECHT;Utrecht;PO2601;41400;289;164;125;272;6;11;51;289;164;125;272;6;11;51;0;0;0;0;0;0;0
17EJ;0;OBS Dordse Til;EMMEN;Drenthe;PO2202;10249;119;56;63;107;9;3;1;119;56;63;107;9;3;1;0;0;0;0;0;0;0
17EK;0;De Kleine Keizer;S GRAVENHAGE;Zuid-Holland;PO2815;41572;165;91;74;128;18;19;70;165;91;74;128;18;19;70;0;0;0;0;0;0;0
17EK;1;De Kleine Keizer;S GRAVENHAGE;Zuid-Holland;PO2815;41572;175;90;85;150;14;11;46;175;90;85;150;14;11;46;0;0;0;0;0;0;0
17EL;0;OBS De Broekheurne;ENSCHEDE;Overijssel;PO2302;41565;101;48;53;84;8;9;52;101;48;53;84;8;9;52;0;0;0;0;0;0;0
17EO;0;Jan Antonie Byloo;ROTTERDAM;Zuid-Holland;PO2806;41775;236;130;106;177;33;26;109;235;130;105;176;33;26;109;1;0;1;1;0;0;0
17EP;0;RK Bs De Linde;ROOSENDAAL;Noord-Brabant;PO3002;74154;119;60;59;118;0;1;1;119;60;59;118;0;1;1;0;0;0;0;0;0;0
17EQ;0;PC Basisschool De Fakkel;APELDOORN;Gelderland;PO2505;82526;299;149;150;281;16;2;22;299;149;150;281;16;2;22;0;0;0;0;0;0;0
17ER;0;BS Anne Frank;UTRECHT;Utrecht;PO2601;41400;185;104;81;143;12;30;135;185;104;81;143;12;30;135;0;0;0;0;0;0;0
17ES;0;Christophoorschool;ROTTERDAM;Zuid-Holland;PO2806;24597;321;169;152;223;29;69;146;319;168;151;222;28;69;144;2;1;1;1;1;0;2
17EU;0;BS Archipel;S GRAVENHAGE;Zuid-Holland;PO2815;41572;235;122;113;235;0;0;42;235;122;113;235;0;0;42;0;0;0;0;0;0;0
17EV;0;OBS Het Zeggelt;ENSCHEDE;Overijssel;PO2302;41565;501;300;201;494;4;3;0;501;300;201;494;4;3;0;0;0;0;0;0;0;0
17EW;0;Basisschool De Vuurtoren;GRONINGEN;Groningen;PO2001;42510;218;117;101;209;7;2;12;218;117;101;209;7;2;12;0;0;0;0;0;0;0
17EZ;0;RK Bs De Saffier;ROOSENDAAL;Noord-Brabant;PO3002;74154;146;67;79;138;4;4;33;146;67;79;138;4;4;33;0;0;0;0;0;0;0
17FA;0;PC BS Willem Van Oranje;APELDOORN;Gelderland;PO2505;82526;211;113;98;195;10;6;13;211;113;98;195;10;6;13;0;0;0;0;0;0;0
17FC;0;Elisabeth school;ROTTERDAM;Zuid-Holland;PO2806;24597;228;138;90;185;22;21;91;228;138;90;185;22;21;91;0;0;0;0;0;0;0
17FE;0;OBS Helen Parkhurst;S GRAVENHAGE;Zuid-Holland;PO2815;41572;375;202;173;278;38;59;185;375;202;173;278;38;59;185;0;0;0;0;0;0;0
17FF;0;OBS Glanerbrug;ENSCHEDE;Overijssel;PO2302;41565;169;72;97;131;32;6;21;169;72;97;131;32;6;21;0;0;0;0;0;0;0
17FG;0;BS Swoaistee;GRONINGEN;Groningen;PO2001;42510;593;281;312;555;24;14;20;593;281;312;555;24;14;20;0;0;0;0;0;0;0
17FH;0;Openb Daltonschool Overschie;ROTTERDAM;Zuid-Holland;PO2806;41775;354;217;137;309;13;32;107;351;216;135;309;13;29;104;3;1;2;0;0;3;3
17FJ;0;RK Bs De Klaverweide;ROOSENDAAL;Noord-Brabant;PO3002;74154;297;149;148;288;7;2;17;297;149;148;288;7;2;17;0;0;0;0;0;0;0
17FK;0;P.C. BS De Diamant ih Kristal;APELDOORN;Gelderland;PO2505;82526;215;106;109;206;7;2;7;215;106;109;206;7;2;7;0;0;0;0;0;0;0
17FL;0;De Twijn;UTRECHT;Utrecht;PO2601;41400;199;108;91;199;0;0;10;199;108;91;199;0;0;10;0;0;0;0;0;0;0
17FL;1;De Twijn;UTRECHT;Utrecht;PO2601;41400;146;73;73;141;2;3;32;144;72;72;139;2;3;31;2;1;1;2;0;0;1
17FN;0;De Spoorzoeker;S GRAVENHAGE;Zuid-Holland;PO2815;41572;140;79;61;116;6;18;74;140;79;61;116;6;18;74;0;0;0;0;0;0;0
17FR;0;RK Bs De Appel;ROOSENDAAL;Noord-Brabant;PO3002;74154;183;99;84;121;29;33;109;183;99;84;121;29;33;109;0;0;0;0;0;0;0
17FU;0;OBS 't Koppel;EMMEN;Drenthe;PO2202;10249;126;62;64;95;31;0;0;126;62;64;95;31;0;0;0;0;0;0;0;0;0
17FV;0;Obs Dr Willem Drees;S GRAVENHAGE;Zuid-Holland;PO2815;41572;275;128;147;125;32;118;150;275;128;147;125;32;118;150;0;0;0;0;0;0;0
17FW;0;OBS Park Stokhorst;ENSCHEDE;Overijssel;PO2302;41565;264;140;124;248;14;2;10;263;140;123;247;14;2;10;1;0;1;1;0;0;0
17FY;0;Tuinstad Schiebroek;ROTTERDAM;Zuid-Holland;PO2806;41775;464;224;240;459;1;4;67;464;224;240;459;1;4;67;0;0;0;0;0;0;0
17GU;0;PC BS De Gong - Matendonk;APELDOORN;Gelderland;PO2505;82526;210;100;110;194;14;2;10;210;100;110;194;14;2;10;0;0;0;0;0;0;0
17JD;0;OBS De Dreske;EMMEN;Drenthe;PO2202;10249;53;24;29;50;1;2;1;53;24;29;50;1;2;1;0;0;0;0;0;0;0
17JE;0;BS Valkenbos;S GRAVENHAGE;Zuid-Holland;PO2815;41572;301;164;137;301;0;0;17;301;164;137;301;0;0;17;0;0;0;0;0;0;0
17JG;0;BS Borgman;GRONINGEN;Groningen;PO2001;42510;487;289;198;464;12;11;24;487;289;198;464;12;11;24;0;0;0;0;0;0;0
17JG;1;BS Borgman;GRONINGEN;Groningen;PO2001;42510;278;143;135;267;4;7;27;278;143;135;267;4;7;27;0;0;0;0;0;0;0
17JH;0;De Wilgenstam;ROTTERDAM;Zuid-Holland;PO2806;41775;217;174;43;185;10;22;84;217;174;43;185;10;22;84;0;0;0;0;0;0;0
17JH;1;De Wilgenstam;ROTTERDAM;Zuid-Holland;PO2806;41775;158;1;157;123;13;22;71;158;1;157;123;13;22;71;0;0;0;0;0;0;0
17JL;0;Chr Basisschool De Akker;HEERENVEEN;Friesland;PO2101;42540;84;41;43;69;8;7;23;84;41;43;69;8;7;23;0;0;0;0;0;0;0
17JM;0;Inghelosenberghe-School;HULST;Zeeland;PO2903;40803;197;96;101;188;5;4;18;197;96;101;188;5;4;18;0;0;0;0;0;0;0
17JN;0;CHR Basissch T Klinket;VEERE;Zeeland;PO2901;40959;117;64;53;111;6;0;6;117;64;53;111;6;0;6;0;0;0;0;0;0;0
17JP;0;Basissch op De Slek;ECHT-SUSTEREN;Limburg;PO3102;41797;69;33;36;65;1;3;1;69;33;36;65;1;3;1;0;0;0;0;0;0;0
17JV;0;De Zegge;ALMELO;Overijssel;PO2301;41472;269;137;132;218;20;31;88;269;137;132;218;20;31;88;0;0;0;0;0;0;0
17JX;0;Basisschool Groene Vallei;EDE;Gelderland;PO2510;31237;178;71;107;158;9;11;48;178;71;107;158;9;11;48;0;0;0;0;0;0;0
17KB;0;Basissch De Neerakker;LEUDAL;Limburg;PO3102;23961;379;194;185;368;5;6;20;379;194;185;368;5;6;20;0;0;0;0;0;0;0
17KC;0;Basisschool De Borgh;HENGELO;Overijssel;PO2302;65287;169;82;87;160;8;1;34;169;82;87;160;8;1;34;0;0;0;0;0;0;0
17KD;0;St Carolusschool;SOEST;Utrecht;PO2602;65430;212;119;93;181;9;22;13;211;118;93;180;9;22;13;1;1;0;1;0;0;0
17KG;0;Maria Basisschool;MIDDEN-DELFLAND;Zuid-Holland;PO2802;40928;654;358;296;646;3;5;9;654;358;296;646;3;5;9;0;0;0;0;0;0;0
17KI;0;Maria Basissch;ZANDVOORT;Noord-Holland;PO2704;40775;177;96;81;156;17;4;11;177;96;81;156;17;4;11;0;0;0;0;0;0;0
17KJ;0;NSV2;NIJMEGEN;Gelderland;PO2507;29810;442;234;208;438;1;3;2;442;234;208;438;1;3;2;0;0;0;0;0;0;0
17KM;0;OBS 't Swarte Meer;EMMEN;Drenthe;PO2202;10249;78;41;37;64;13;1;2;78;41;37;64;13;1;2;0;0;0;0;0;0;0
17KU;0;Basissch Patricius;ECHT-SUSTEREN;Limburg;PO3102;41797;259;131;128;257;0;2;2;259;131;128;257;0;2;2;0;0;0;0;0;0;0
17KW;0;Kon Emma PC Basisschool;APELDOORN;Gelderland;PO2505;82526;165;87;78;136;21;8;34;165;87;78;136;21;8;34;0;0;0;0;0;0;0
17KZ;0;BS De Driesprong;EINDHOVEN;Noord-Brabant;PO3007;41248;124;70;54;78;18;28;108;124;70;54;78;18;28;108;0;0;0;0;0;0;0
17LB;0;Het Anker;VLAARDINGEN;Zuid-Holland;PO2807;41338;250;146;104;243;4;3;15;250;146;104;243;4;3;15;0;0;0;0;0;0;0
17LE;0;Ond Gemeensch 't Eimink;HENGELO;Overijssel;PO2302;65287;448;217;231;417;18;13;44;448;217;231;417;18;13;44;0;0;0;0;0;0;0
17LF;0;Basisschool De Triangel;TILBURG;Noord-Brabant;PO3004;48101;357;185;172;259;48;50;80;357;185;172;259;48;50;80;0;0;0;0;0;0;0
17LH;0;Basisschool In 't Park;ECHT-SUSTEREN;Limburg;PO3102;83280;267;128;139;247;16;4;4;267;128;139;247;16;4;4;0;0;0;0;0;0;0
17LI;0;Nicolaassch V Basisond;ZANDVOORT;Noord-Holland;PO2704;40775;121;41;80;104;5;12;10;121;41;80;104;5;12;10;0;0;0;0;0;0;0
17LM;0;OBS Twekkelerveld;ENSCHEDE;Overijssel;PO2302;41565;173;89;84;122;24;27;20;172;89;83;121;24;27;20;1;0;1;1;0;0;0
17LO;0;De Bergse Zonnebloem;ROTTERDAM;Zuid-Holland;PO2806;41775;375;221;154;327;41;7;57;374;220;154;326;41;7;57;1;1;0;1;0;0;0
17LQ;0;Chr BS De Hoeksteen;HEERENVEEN;Friesland;PO2101;42540;180;90;90;179;1;0;5;180;90;90;179;1;0;5;0;0;0;0;0;0;0
17LT;0;PC Basissch Het Kompas;APELDOORN;Gelderland;PO2505;82526;234;123;111;192;31;11;5;234;123;111;192;31;11;5;0;0;0;0;0;0;0
17LU;0;De Klinker school;NISSEWAARD;Zuid-Holland;PO2808;24597;176;95;81;156;17;3;22;176;95;81;156;17;3;22;0;0;0;0;0;0;0
17LW;0;BS De Driestam;EINDHOVEN;Noord-Brabant;PO3007;41248;404;197;207;384;13;7;105;404;197;207;384;13;7;105;0;0;0;0;0;0;0
17LX;0;De Ark;VLAARDINGEN;Zuid-Holland;PO2807;41338;312;168;144;219;38;55;106;312;168;144;219;38;55;106;0;0;0;0;0;0;0
17LY;0;Ond De Schothorst;HENGELO;Overijssel;PO2302;65287;179;100;79;173;5;1;26;178;99;79;172;5;1;26;1;1;0;1;0;0;0
17MC;0;Bs Bohemen Kijkduin;S GRAVENHAGE;Zuid-Holland;PO2815;41572;470;242;228;465;4;1;36;470;242;228;465;4;1;36;0;0;0;0;0;0;0
17MD;0;OBS Spitsbergen;APELDOORN;Gelderland;PO2505;41616;120;56;64;81;8;31;90;120;56;64;81;8;31;90;0;0;0;0;0;0;0
17MF;0;Boerhaave School;GRONINGEN;Groningen;PO2001;42510;369;174;195;335;8;26;14;365;170;195;332;8;25;10;4;4;0;3;0;1;4
17MH;0;Architect;ALMERE;Flevoland;PO2401;41676;168;66;102;143;15;10;55;168;66;102;143;15;10;55;0;0;0;0;0;0;0
17MH;2;Architect;ALMERE;Flevoland;PO2401;41676;61;32;29;52;6;3;17;61;32;29;52;6;3;17;0;0;0;0;0;0;0
17MI;0;Chr Bs de Roerganger;HEERENVEEN;Friesland;PO2101;42540;191;99;92;186;3;2;5;191;99;92;186;3;2;5;0;0;0;0;0;0;0
17MJ;0;De Springplank;LEIDEN;Zuid-Holland;PO2801;40653;276;130;146;214;47;15;39;275;129;146;213;47;15;39;1;1;0;1;0;0;0
17MJ;1;De Springplank;LEIDEN;Zuid-Holland;PO2801;40653;204;119;85;204;0;0;10;203;118;85;203;0;0;10;1;1;0;1;0;0;0
17MK;0;PC Basisschool De Rank;APELDOORN;Gelderland;PO2505;82526;158;79;79;144;9;5;11;158;79;79;144;9;5;11;0;0;0;0;0;0;0
17MM;0;De Heemde;ALMELO;Overijssel;PO2301;41472;220;125;95;207;8;5;11;220;125;95;207;8;5;11;0;0;0;0;0;0;0
17MO;0;'t Ambacht;VLAARDINGEN;Zuid-Holland;PO2807;41338;419;226;193;410;5;4;38;419;226;193;410;5;4;38;0;0;0;0;0;0;0
17MQ;0;Basissch de Zuidwester;TILBURG;Noord-Brabant;PO3004;48101;252;135;117;173;55;24;89;252;135;117;173;55;24;89;0;0;0;0;0;0;0
17MR;0;Benoordenhout;S GRAVENHAGE;Zuid-Holland;PO2815;41572;189;109;80;189;0;0;55;189;109;80;189;0;0;55;0;0;0;0;0;0;0
17MS;0;OBS Sprengenpark;APELDOORN;Gelderland;PO2505;41616;105;36;69;100;5;0;6;105;36;69;100;5;0;6;0;0;0;0;0;0;0
17MT;0;OBS Prinseschool;ENSCHEDE;Overijssel;PO2302;41565;1001;524;477;991;4;6;69;999;523;476;989;4;6;69;2;1;1;2;0;0;0
17MV;0;Eduard V Beinumschool;ROTTERDAM;Zuid-Holland;PO2806;41775;168;66;102;166;0;2;15;167;65;102;165;0;2;15;1;1;0;1;0;0;0
17MX;0;Chr Basissch Het Kompas;HEERENVEEN;Friesland;PO2101;42540;212;113;99;198;8;6;9;212;113;99;198;8;6;9;0;0;0;0;0;0;0
17MY;0;Joppensz;LEIDEN;Zuid-Holland;PO2801;40653;204;115;89;182;21;1;20;203;115;88;181;21;1;20;1;0;1;1;0;0;0
17MZ;0;PC Montessorisch Passe-Partout;APELDOORN;Gelderland;PO2505;82526;208;105;103;207;0;1;4;208;105;103;207;0;1;4;0;0;0;0;0;0;0
17NB;0;De Wierde;ALMELO;Overijssel;PO2301;41472;186;81;105;143;32;11;68;186;81;105;143;32;11;68;0;0;0;0;0;0;0
17ND;0;Het Spectrum;VLAARDINGEN;Zuid-Holland;PO2807;41338;242;115;127;204;21;17;31;242;115;127;204;21;17;31;0;0;0;0;0;0;0
17NF;0;De Baanbreker;S GRAVENHAGE;Zuid-Holland;PO2815;41572;166;86;80;88;11;67;58;165;85;80;87;11;67;58;1;1;0;1;0;0;0
17NG;0;OBS Berg en Bos;APELDOORN;Gelderland;PO2505;41616;181;62;119;181;0;0;0;181;62;119;181;0;0;0;0;0;0;0;0;0;0
17NH;0;obs Het Bijvank;ENSCHEDE;Overijssel;PO2302;41565;146;68;78;101;19;26;75;146;68;78;101;19;26;75;0;0;0;0;0;0;0
17NI;0;Bredero-School;GRONINGEN;Groningen;PO2001;42510;401;214;187;392;7;2;44;400;213;187;391;7;2;44;1;1;0;1;0;0;0
17NJ;0;Jacob Maris-School;ROTTERDAM;Zuid-Holland;PO2806;41775;214;104;110;206;1;7;28;214;104;110;206;1;7;28;0;0;0;0;0;0;0
17NM;0;PC BS Prinses Margriet;APELDOORN;Gelderland;PO2505;82526;121;52;69;78;20;23;53;121;52;69;78;20;23;53;0;0;0;0;0;0;0
17NO;0;BS De Hanevoet;EINDHOVEN;Noord-Brabant;PO3007;41248;201;90;111;186;12;3;36;201;90;111;186;12;3;36;0;0;0;0;0;0;0
17NQ;0;P.C. Hooft-School;S GRAVENHAGE;Zuid-Holland;PO2815;41572;225;134;91;175;15;35;193;225;134;91;175;15;35;193;0;0;0;0;0;0;0
17NR;0;Sterrenschool;APELDOORN;Gelderland;PO2505;41616;157;83;74;129;20;8;16;156;82;74;128;20;8;16;1;1;0;1;0;0;0
17NS;0;Obs Het Palet;ENSCHEDE;Overijssel;PO2302;41565;246;134;112;232;4;10;1;246;134;112;232;4;10;1;0;0;0;0;0;0;0
17NT;0;Joseph Haydn-School;GRONINGEN;Groningen;PO2001;42510;567;305;262;567;0;0;7;563;302;261;563;0;0;6;4;3;1;4;0;0;1
17NU;0;BS Fridtjof Nansen;ROTTERDAM;Zuid-Holland;PO2806;41775;382;190;192;368;4;10;66;382;190;192;368;4;10;66;0;0;0;0;0;0;0
17NV;0;Zylwyk;LEIDEN;Zuid-Holland;PO2801;40653;321;162;159;291;14;16;23;318;159;159;289;13;16;23;3;3;0;2;1;0;0
17NW;0;PC Basisschool Ichthus;APELDOORN;Gelderland;PO2505;82526;160;65;95;137;16;7;26;160;65;95;137;16;7;26;0;0;0;0;0;0;0
17NX;0;BS De Klim;UTRECHT;Utrecht;PO2601;41400;286;149;137;273;5;8;0;286;149;137;273;5;8;0;0;0;0;0;0;0;0
17NZ;0;BS De Klimboom;EINDHOVEN;Noord-Brabant;PO3007;41248;411;211;200;386;15;10;46;411;211;200;386;15;10;46;0;0;0;0;0;0;0
17OB;0;De Schakel;VLAARDINGEN;Zuid-Holland;PO2807;41338;342;163;179;284;25;33;97;342;163;179;284;25;33;97;0;0;0;0;0;0;0
17OC;0;Basissch De Bleek;HENGELO;Overijssel;PO2302;65287;122;51;71;120;2;0;0;122;51;71;120;2;0;0;0;0;0;0;0;0;0
17OF;0;OBS La Res;ENSCHEDE;Overijssel;PO2302;41565;215;120;95;193;10;12;0;214;119;95;192;10;12;0;1;1;0;1;0;0;0
17OJ;0;Kruidenhoek;ROTTERDAM;Zuid-Holland;PO2806;41775;238;129;109;203;16;19;58;238;129;109;203;16;19;58;0;0;0;0;0;0;0
17OM;0;PC Basissch Pr Beatrix;APELDOORN;Gelderland;PO2505;82526;60;31;29;55;5;0;0;60;31;29;55;5;0;0;0;0;0;0;0;0;0
17ON;0;Daltonschool Rijnsweerd;UTRECHT;Utrecht;PO2601;41400;731;390;341;727;3;1;12;729;388;341;725;3;1;12;2;2;0;2;0;0;0
17OR;0;De Troubadour;EINDHOVEN;Noord-Brabant;PO3007;40378;248;143;105;234;3;11;39;248;143;105;234;3;11;39;0;0;0;0;0;0;0
17OS;0;Dr H Bavinckschool;VLAARDINGEN;Zuid-Holland;PO2807;41338;224;117;107;200;6;18;31;224;117;107;200;6;18;31;0;0;0;0;0;0;0
17OV;0;De Vliegenier;APELDOORN;Gelderland;PO2505;41616;230;146;84;216;7;7;40;230;146;84;216;7;7;40;0;0;0;0;0;0;0
17OY;0;Prins Alexander;ROTTERDAM;Zuid-Holland;PO2806;41775;174;106;68;152;8;14;68;174;106;68;152;8;14;68;0;0;0;0;0;0;0
17OZ;0;De Zwaluw;LEIDEN;Zuid-Holland;PO2801;40653;190;97;93;162;22;6;3;190;97;93;162;22;6;3;0;0;0;0;0;0;0
17PA;0;De Boemerang;UTRECHT;Utrecht;PO2601;62662;207;103;104;138;41;28;80;207;103;104;138;41;28;80;0;0;0;0;0;0;0
17PB;0;Chr Basisschool De Ark;S GRAVENHAGE;Zuid-Holland;PO2815;70176;430;224;206;389;31;10;76;430;224;206;389;31;10;76;0;0;0;0;0;0;0
17PC;0;PC Basisschool Beemte;APELDOORN;Gelderland;PO2505;82526;40;18;22;40;0;0;0;40;18;22;40;0;0;0;0;0;0;0;0;0;0
17PF;0;BS Floralaan;EINDHOVEN;Noord-Brabant;PO3007;41248;508;244;264;476;14;18;60;508;244;264;476;14;18;60;0;0;0;0;0;0;0
17PG;0;De Schakel;EINDHOVEN;Noord-Brabant;PO3007;40378;191;98;93;145;31;15;47;191;98;93;145;31;15;47;0;0;0;0;0;0;0
17PH;0;Het Visnet;VLAARDINGEN;Zuid-Holland;PO2807;41338;165;82;83;78;42;45;88;165;82;83;78;42;45;88;0;0;0;0;0;0;0
17PI;0;Esrein;HENGELO;Overijssel;PO2302;65287;685;319;366;632;38;15;85;682;317;365;629;38;15;85;3;2;1;3;0;0;0
17PJ;0;Het Startpunt;S GRAVENHAGE;Zuid-Holland;PO2815;41572;150;75;75;57;15;78;139;150;75;75;57;15;78;139;0;0;0;0;0;0;0
17PK;0;OBS Het Web;APELDOORN;Gelderland;PO2505;41616;111;43;68;35;33;43;81;110;43;67;35;33;42;80;1;0;1;0;0;1;1
17PN;0;De Meridiaan;ROTTERDAM;Zuid-Holland;PO2806;41775;141;75;66;100;23;18;79;141;75;66;100;23;18;79;0;0;0;0;0;0;0
17PQ;0;PC Basissch Prinsehaghe;S GRAVENHAGE;Zuid-Holland;PO2815;70176;214;100;114;191;3;20;129;214;100;114;191;3;20;129;0;0;0;0;0;0;0
17PR;0;Pc Basissch De Wegwijzer;APELDOORN;Gelderland;PO2505;82526;202;105;97;176;12;14;59;202;105;97;176;12;14;59;0;0;0;0;0;0;0
17PV;0;Tweelingen;EINDHOVEN;Noord-Brabant;PO3007;40378;204;99;105;135;25;44;108;204;99;105;135;25;44;108;0;0;0;0;0;0;0
17PY;0;Galvani-School;S GRAVENHAGE;Zuid-Holland;PO2815;41572;404;238;166;401;0;3;13;403;237;166;400;0;3;13;1;1;0;1;0;0;0
17PZ;0;OBS De Mheen;APELDOORN;Gelderland;PO2505;41616;281;142;139;271;6;4;32;281;142;139;271;6;4;32;0;0;0;0;0;0;0
17QA;0;Obs Het Stroink;ENSCHEDE;Overijssel;PO2302;41565;173;92;81;149;10;14;38;172;91;81;148;10;14;38;1;1;0;1;0;0;0
17QE;0;PC Basissch De Schakel;UTRECHT;Utrecht;PO2601;62662;252;141;111;168;16;68;193;252;141;111;168;16;68;193;0;0;0;0;0;0;0
17QF;0;Waalse Louise De Coligny;S GRAVENHAGE;Zuid-Holland;PO2815;70176;185;90;95;134;23;28;90;181;86;95;130;23;28;89;4;4;0;4;0;0;1
